avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
259,IT,,0.901998111,6,,medium,0.126649023,5
124,temp,,,1,,low,,
189,product,1,0.756816796,5,,low,1,3
226,sales,,0.861479483,5,,high,0.645162498,4
159,sales,,0.853784838,3,,low,0.669829638,3
243,IT,1,0.912136006,4,,medium,0.61866646,5
192,sales,,0.630601465,4,,medium,0.678898221,4
218,engineering,,0.674009537,3,,low,0.671592062,3
179,marketing,,0.739306593,4,,low,0.709939648,2
150,sales,,0.621067855,5,,low,0.532393094,2
181,IT,,0.641048464,3,,medium,1,2
229,IT,1,0.770993455,3,,low,0.498298733,3
253,engineering,1,0.921121298,6,,low,0.166433637,4
158,marketing,,0.629576666,4,,medium,0.527004851,3
102,engineering,,0.518086023,2,,medium,0.448917031,8
157,sales,,0.534558927,2,,low,0.493400683,3
151,information_technology,,,4,,low,0.774993518,2
242,marketing,,0.985609814,4,,low,0.953847339,6
181,engineering,,0.641213909,3,,high,0.617924753,2
153,sales,,0.899024345,4,,low,0.885949711,4
242,finance,,0.781111501,6,,low,0.669866321,5
131,engineering,,0.531197413,2,,low,0.341842108,3
235,IT,,0.683497675,3,,medium,0.92356353,3
157,support,,0.707167134,5,,low,0.834707859,4
272,engineering,,0.815504121,4,,low,0.693387054,2
178,IT,,0.735865087,5,,low,0.263282158,5
257,sales,,0.638603503,3,,low,0.868209223,2
232,finance,1,0.847622896,5,,medium,0.898917454,5
130,IT,,0.75718351,4,,medium,0.641304228,3
159,,,0.578742053,3,,medium,0.808850473,3
